"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3214785025","2023-01-03T13:34:26.000","Graffiti Removal","Closed","1949 W WASHINGTON BLVD, 90018","34.0401198543","-118.301591312","10","United Neighborhoods"
"1-3214782581","2023-01-03T13:34:30.000","Bulky Items","Closed","5320 N ZELZAH AVE, 91316","34.1675028524","-118.521929243","4","Encino"
"1-3214780221","2023-01-03T13:34:30.000","Bulky Items","Closed","160 S VIRGIL AVE, 90004","34.0716640164","-118.286622259","13","Rampart Village"
"1-3214784631","2023-01-03T13:34:33.000","Bulky Items","Closed","733 N DILLON ST, 90026","34.0808866265","-118.277741418","13","Silver Lake"
"1-3214786361","2023-01-03T13:34:35.000","Bulky Items","Closed","4706 N VANALDEN AVE, 91356","34.1550350447","-118.552608635","3","Tarzana"
"1-3214787601","2023-01-03T13:34:52.000","Bulky Items","Closed","9660 N QUARTZ AVE, 91311","34.2451410523","-118.564426547","12","Chatsworth"
"1-3214792591","2023-01-03T13:34:54.000","Bulky Items","Closed","1540 W 218TH ST, 90501","33.830151981","-118.305476384","15","Harbor Gateway South"
"1-3214791871","2023-01-03T13:34:58.000","Bulky Items","Closed","1248 S BARRY AVE, 90025","34.0489721269","-118.458993922","11","West LA - Sawtelle"
"1-3214796511","2023-01-03T13:35:08.000","Bulky Items","Closed","2830 N MARSH ST, 90039","34.1047529663","-118.247964358","13","Elysian Valley Riverside"
"1-3214801831","2023-01-03T13:35:31.000","Bulky Items","Closed","210 N KENMORE AVE, 90004","34.0748525563","-118.296445935","10","Wilshire Center-Koreatown"
"1-3214800771","2023-01-03T13:35:32.000","Graffiti Removal","Cancelled","2120 S LELAND ST, 90731","33.7248908979","-118.301064429","15","Coastal San Pedro"
"1-3214802891","2023-01-03T13:35:39.000","Bulky Items","Closed","1828 N WOLLAM ST, 90065","34.1036496801","-118.225431673","1","Greater Cypress Park"
"1-3214810281","2023-01-03T13:35:51.000","Bulky Items","Closed","727 N WILCOX AVE, 90038","34.0842031064","-118.331330746","13","Greater Wilshire"
"1-3214811981","2023-01-03T13:36:04.000","Graffiti Removal","Closed","1900 S ALAMEDA ST, 90058","34.0195126873","-118.239407401","14","Downtown Los Angeles"
"1-3214811989","2023-01-03T13:36:05.000","Graffiti Removal","Closed","1921 S ALAMEDA ST, 90058","34.0193296726","-118.239809143","9","South Central"
"1-3214812010","2023-01-03T13:36:05.000","Graffiti Removal","Closed","5547 S HOLMES AVE, 90058","33.992404948","-118.241292413","9","Central Alameda"
"1-3214812003","2023-01-03T13:36:05.000","Graffiti Removal","Closed","1700 E 57TH ST, 90058","33.9911625036","-118.243205264","9","Central Alameda"
"1-3214811996","2023-01-03T13:36:05.000","Graffiti Removal","Closed","5000 S ASCOT AVE, 90011","33.9974861142","-118.2498637","9","Central Alameda"
"1-3214812027","2023-01-03T13:36:06.000","Graffiti Removal","Closed","1800 E 55TH ST, 90058","33.9928472073","-118.240869093","9","Central Alameda"
"1-3214812034","2023-01-03T13:36:06.000","Graffiti Removal","Closed","1800 E 55TH ST, 90058","33.9928472073","-118.240869093","9","Central Alameda"
"1-3214812041","2023-01-03T13:36:06.000","Graffiti Removal","Closed","5150 S LONG BEACH AVE EAST, 90058","33.9960971947","-118.243081751","9","Central Alameda"
"1-3214812049","2023-01-03T13:36:07.000","Graffiti Removal","Closed","5542 S LONG BEACH AVE, 90058","33.991654227","-118.243113446","9","Central Alameda"
"1-3214812056","2023-01-03T13:36:07.000","Graffiti Removal","Closed","1700 E 41ST ST, 90058","34.0079688513","-118.242925428","9","Central Alameda"
"1-3214820971","2023-01-03T13:36:17.000","Bulky Items","Closed","2830 N MARSH ST, 90039","34.1047529663","-118.247964358","13","Elysian Valley Riverside"
"1-3214817841","2023-01-03T13:36:27.000","Bulky Items","Closed","3826 N DIXIE CANYON AVE, 91423","34.1385754938","-118.422515573","4","Sherman Oaks"
"1-3214822581","2023-01-03T13:36:36.000","Bulky Items","Cancelled","1811 N GARFIELD PL, 90028","34.1037936994","-118.31092891","13","Hollywood United"
"1-3214824661","2023-01-03T13:36:46.000","Bulky Items","Closed","6805 N BELLAIRE AVE, 91605","34.1941339543","-118.409642906","2","North Hollywood West"
"1-3214830921","2023-01-03T13:37:01.000","Bulky Items","Closed","21125 W LEMARSH ST, 91311","34.2555327739","-118.594030898","12","Chatsworth"
"1-3214820521","2023-01-03T13:37:06.000","Bulky Items","Closed","1450 E 47TH ST, 90011","34.0009959952","-118.248739433","9","Central Alameda"
"1-3214843931","2023-01-03T13:37:55.000","Bulky Items","Closed","4302 S HALLDALE AVE, 90062","34.0048270294","-118.302245834","8","Empowerment Congress Central"
"1-3214844901","2023-01-03T13:37:56.000","Bulky Items","Closed","MISSOURI AVE AT STONER AVE, 90025","34.0379644203","-118.452545489","11","West LA - Sawtelle"
"1-3214853121","2023-01-03T13:38:27.000","Illegal Dumping Pickup","Cancelled","1122 N MADISON AVE, 90029","34.091587057","-118.289198355","13","East Hollywood"
"1-3214853611","2023-01-03T13:38:30.000","Bulky Items","Closed","1828 N WOLLAM ST, 90065","34.1036496801","-118.225431673","1","Greater Cypress Park"
"1-3214846841","2023-01-03T13:38:31.000","Bulky Items","Closed","131 W 66TH ST, 90003","33.9797319956","-118.274742961","9","CANNDU"
"1-3214855821","2023-01-03T13:38:47.000","Graffiti Removal","Closed","800 E 108TH ST, 90059","33.9381431069","-118.260717132","8","Empowerment Congress Southeast"
"1-3214855826","2023-01-03T13:38:47.000","Graffiti Removal","Closed","710 E 111TH PL, 90059","33.9343731522","-118.262736562","8","Empowerment Congress Southeast"
"1-3214857952","2023-01-03T13:38:48.000","Graffiti Removal","Closed","8615 S BROADWAY, 90003","33.9598108172","-118.278372722","8","Empowerment Congress Southeast"
"1-3214857907","2023-01-03T13:38:48.000","Graffiti Removal","Closed","10700 S FIGUEROA ST, 90003","33.9391685753","-118.282520868","8","Empowerment Congress Southeast"
"1-3214858022","2023-01-03T13:38:48.000","Graffiti Removal","Closed","8723 S HOOVER ST, 90044","33.9581097502","-118.287128655","8","Empowerment Congress Southeast"
"1-3214857957","2023-01-03T13:38:48.000","Graffiti Removal","Closed","8645 S DENVER AVE, 90044","33.9588547084","-118.28405148","8","Empowerment Congress Southeast"
"1-3214858052","2023-01-03T13:38:48.000","Graffiti Removal","Closed","811 W 88TH ST, 90044","33.9580509252","-118.287558277","8","Empowerment Congress Southeast"
"1-3214857902","2023-01-03T13:38:48.000","Graffiti Removal","Closed","200 E CENTURY BLVD, 90003","33.9454124661","-118.27152202","8","Empowerment Congress Southeast"
"1-3214858027","2023-01-03T13:38:48.000","Graffiti Removal","Closed","8801 S HOOVER ST, 90044","33.9578158297","-118.287146928","8","Empowerment Congress Southeast"
"1-3214858077","2023-01-03T13:38:49.000","Graffiti Removal","Closed","9100 S WESTERN AVE, 90047","33.9543392207","-118.308839103","8","Empowerment Congress Southwest"
"1-3214858062","2023-01-03T13:38:49.000","Graffiti Removal","Closed","9223 S NORMANDIE AVE, 90044","33.9520884348","-118.300465503","8","Empowerment Congress Southwest"
"1-3214858067","2023-01-03T13:38:49.000","Graffiti Removal","Closed","9401 S NORMANDIE AVE, 90044","33.9509015554","-118.300478782","8","Empowerment Congress Southwest"
"1-3214858072","2023-01-03T13:38:49.000","Graffiti Removal","Closed","9326 S WESTERN AVE, 90047","33.951312197","-118.308850715","8","Empowerment Congress Southwest"
"1-3214858057","2023-01-03T13:38:49.000","Graffiti Removal","Closed","8600 S ORCHARD AVE, 90044","33.959973343","-118.288078136","8","Empowerment Congress Southeast"
"1-3214858092","2023-01-03T13:38:49.000","Graffiti Removal","Closed","8700 S ST ANDREWS PL, 90047","33.9590208895","-118.311114153","8","Empowerment Congress Southwest"
"1-3214858098","2023-01-03T13:38:50.000","Graffiti Removal","Closed","400 W CENTURY BLVD, 90003","33.9453572761","-118.280705916","8","Empowerment Congress Southeast"
"1-3214858103","2023-01-03T13:38:50.000","Graffiti Removal","Closed","8803 S HOOVER ST, 90044","33.9577714464","-118.287134903","8","Empowerment Congress Southeast"
"1-3214851041","2023-01-03T13:38:55.000","Bulky Items","Closed","264 S TAVISTOCK AVE, 90049","34.0709328914","-118.459850573","5","Westwood"
"1-3214860501","2023-01-03T13:39:13.000","Bulky Items","Closed","1200 S SHENANDOAH ST, 90035","34.055512903","-118.381432148","5","South Robertson"
"1-3214866501","2023-01-03T13:39:45.000","Bulky Items","Closed","1477 S CANFIELD AVE, 90035","34.0527923265","-118.389714406","5","South Robertson"
"1-3214869511","2023-01-03T13:40:04.000","Bulky Items","Closed","7628 N ARCOLA AVE, 91352","34.2095169276","-118.352978729","2","Sun Valley Area"
"1-3214871001","2023-01-03T13:40:10.000","Bulky Items","Closed","8532 N COLUMBUS AVE, 91343","34.2257020826","-118.465361453","6","North Hills East"
"1-3214878981","2023-01-03T13:40:48.000","Bulky Items","Closed","7346 N OAK PARK AVE, 91406","34.2042229944","-118.504972472","6","Lake Balboa"
"1-3214874511","2023-01-03T13:40:51.000","Bulky Items","Closed","249 N ENTRADA DR, 90402","34.0294502233","-118.516159609","11",""
"1-3214881921","2023-01-03T13:40:53.000","Illegal Dumping Pickup","Closed","252 N WESTLAKE AVE, 90026","34.0682336882","-118.267356413","13","Echo Park"
"1-3214882841","2023-01-03T13:40:56.000","Bulky Items","Closed","7730 N BONNER AVE, 91352","34.2111718352","-118.373510745","6","Sun Valley Area"
"1-3214885011","2023-01-03T13:41:04.000","Bulky Items","Closed","3823 S BERRYMAN AVE, 90066","34.0088803602","-118.422781816","11","Mar Vista"
"1-3214883521","2023-01-03T13:41:17.000","Illegal Dumping Pickup","Closed","5861 S HARVARD BLVD, 90047","33.9878458268","-118.306925806","8","Empowerment Congress Central"
"1-3214888221","2023-01-03T13:41:17.000","Illegal Dumping Pickup","Closed","216 W 54TH ST, 90037","33.9931911435","-118.276927355","9","Zapata-King"
"1-3214886311","2023-01-03T13:41:18.000","Bulky Items","Closed","3930 N LAUREL CANYON BLVD, 91604","34.1417608064","-118.394453933","4","Studio City"
"1-3214889741","2023-01-03T13:41:20.000","Homeless Encampment","Closed","4705 N BECK AVE, 91602","34.1559274856","-118.383522368","2","Valley Village"
"1-3214891171","2023-01-03T13:41:24.000","Graffiti Removal","Closed","7033 W SUNSET BLVD, 90028","34.0981204073","-118.342673178","13","Central Hollywood"
"1-3214896611","2023-01-03T13:41:46.000","Bulky Items","Closed","8810 N DEBRA AVE, 91343","34.230530692","-118.490513227","12","North Hills West"
"1-3214900331","2023-01-03T13:42:02.000","Illegal Dumping Pickup","Closed","654 N JUDSON ST, 90033","34.0533812242","-118.216727637","14","Boyle Heights"
"1-3214904411","2023-01-03T13:42:07.000","Bulky Items","Closed","219 N BONNIE BRAE ST, 90026","34.0672372624","-118.267182791","13","Echo Park"
"1-3214916471","2023-01-03T13:42:24.000","Bulky Items","Closed","7270 W MANCHESTER AVE, 90045","33.9595802524","-118.421421082","11","Westchester/Playa"
"1-3214912471","2023-01-03T13:42:30.000","Bulky Items","Closed","10341 N AMESTOY AVE, 91344","34.2588916247","-118.50686591","12","Granada Hills South"
"1-3214917441","2023-01-03T13:42:49.000","Bulky Items","Closed","18403 W DEARBORN ST, 91325","34.2374068724","-118.534135904","12","Northridge East"
"1-3214932501","2023-01-03T13:43:08.000","Illegal Dumping Pickup","Closed","807 N HYPERION AVE, 90029","34.0860425618","-118.283710285","13","Silver Lake"
"1-3214945901","2023-01-03T13:43:56.000","Bulky Items","Closed","4111 S WOODLAWN AVE, 90011","34.0087634579","-118.272992669","9","Zapata-King"
"1-3214945351","2023-01-03T13:44:13.000","Bulky Items","Closed","2040 N HOOVER ST, 90027","34.1088593287","-118.284033622","4","Los Feliz"
"1-3214952071","2023-01-03T13:44:29.000","Bulky Items","Closed","2331 E MEADOWVALE AVE, 90031","34.090590057","-118.234152499","13","Elysian Valley Riverside"
"1-3214965671","2023-01-03T13:45:08.000","Bulky Items","Closed","8957 N SWINTON AVE, 91343","34.2338014225","-118.486398112","12","North Hills West"
"1-3214967461","2023-01-03T13:45:16.000","Graffiti Removal","Closed","15803 W SATICOY ST, 91406","34.208577883","-118.477551097","6","Lake Balboa"
"1-3214972108","2023-01-03T13:45:26.000","Graffiti Removal","Closed","971 S ELDEN AVE, 90006","34.0532225135","-118.288015834","1","MacArthur Park"
"1-3214972101","2023-01-03T13:45:26.000","Graffiti Removal","Closed","2780 W SAN MARINO ST, 90006","34.0548783562","-118.288509814","1","MacArthur Park"
"1-3214972115","2023-01-03T13:45:26.000","Graffiti Removal","Closed","4055 W 3RD ST, 90020","34.0691429802","-118.302156386","10","Wilshire Center-Koreatown"
"1-3214972132","2023-01-03T13:45:27.000","Graffiti Removal","Closed","3342 W WILSHIRE BLVD, 90010","34.0616636053","-118.29571241","10","Wilshire Center-Koreatown"
"1-3214972146","2023-01-03T13:45:27.000","Graffiti Removal","Closed","3418 W WILSHIRE BLVD, 90010","34.0616495416","-118.298174542","10","Wilshire Center-Koreatown"
"1-3214972153","2023-01-03T13:45:27.000","Graffiti Removal","Closed","698 S VERMONT AVE, 90005","34.0601039343","-118.291478127","10","Wilshire Center-Koreatown"
"1-3214972139","2023-01-03T13:45:27.000","Graffiti Removal","Closed","988 S WESTERN AVE, 90006","34.0530341274","-118.308930946","10","Wilshire Center-Koreatown"
"1-3214972178","2023-01-03T13:45:28.000","Graffiti Removal","Closed","707 S HOOVER ST, 90005","34.0594250952","-118.284396069","1","MacArthur Park"
"1-3214972186","2023-01-03T13:45:28.000","Graffiti Removal","Closed","984 S WESTERN AVE, 90006","34.0531638256","-118.308932394","10","Wilshire Center-Koreatown"
"1-3214972171","2023-01-03T13:45:28.000","Graffiti Removal","Closed","4003 W 3RD ST, 90020","34.0691027815","-118.300487203","10","Wilshire Center-Koreatown"
"1-3214982881","2023-01-03T13:46:00.000","Bulky Items","Closed","1457 W COLORADO BLVD, 90041","34.1395313587","-118.196542077","14","Eagle Rock"
"1-3214980411","2023-01-03T13:46:04.000","Illegal Dumping Pickup","Closed","306 N BONNIE BRAE ST, 90026","34.0684612968","-118.266019311","13","Echo Park"
"1-3214999411","2023-01-03T13:47:28.000","Illegal Dumping Pickup","Closed","3501 S POTOMAC AVE, 90016","34.0234576132","-118.344368686","10","West Adams"
"1-3214992821","2023-01-03T13:47:35.000","Bulky Items","Closed","1045 1/4 S ORANGE GROVE AVE, 90019","34.0566969385","-118.363512779","10","P.I.C.O."
"1-3215002891","2023-01-03T13:47:45.000","Bulky Items","Closed","19126 W LASSEN ST, 91324","34.2497378955","-118.550340152","12","Northridge West"
"1-3215007021","2023-01-03T13:48:04.000","Bulky Items","Closed","1207 N ORANGE DR, 90038","34.0928826302","-118.34178288","13","Central Hollywood"
"1-3215006131","2023-01-03T13:48:05.000","Bulky Items","Closed","231 N BONNIE BRAE ST, 90026","34.0673462266","-118.267077883","13","Echo Park"
"1-3215011401","2023-01-03T13:48:37.000","Bulky Items","Closed","2515 N CATALINA ST, 90027","34.1145563832","-118.297582028","4","Los Feliz"
"1-3215014791","2023-01-03T13:48:58.000","Bulky Items","Closed","2063 S LINNINGTON AVE, 90025","34.0513263597","-118.42287413","5","Westside"
"1-3215017241","2023-01-03T13:48:58.000","Homeless Encampment","Pending","9777 N TOPANGA CANYON BLVD, 91311","34.2486653676","-118.606397921","12","Chatsworth"
"1-3215018751","2023-01-03T13:49:04.000","Homeless Encampment","Closed","7654 N WOODMAN AVE, 91402","34.2097226086","-118.430720411","6","Panorama City"
"1-3215022461","2023-01-03T13:49:18.000","Bulky Items","Closed","1207 N ORANGE DR, 90038","34.0928826302","-118.34178288","13","Central Hollywood"
"1-3215024981","2023-01-03T13:49:22.000","Bulky Items","Closed","640 W 37TH ST, 90731","33.7106865096","-118.290934767","15","Coastal San Pedro"
"1-3215024491","2023-01-03T13:49:37.000","Bulky Items","Cancelled","3542 E SISKIYOU ST, 90023","34.0250936645","-118.198211785","14","Boyle Heights"
"1-3215027001","2023-01-03T13:49:51.000","Bulky Items","Closed","17530 W COHASSET ST, 91406","34.2067194686","-118.515464063","6","Lake Balboa"
"1-3215028971","2023-01-03T13:49:51.000","Bulky Items","Closed","4748 N ROUND TOP DR, 90065","34.1354954746","-118.227753535","14","Eagle Rock"
"1-3215037201","2023-01-03T13:50:36.000","Bulky Items","Closed","5023 N TILDEN AVE, 91423","34.1620931023","-118.447685853","4","Sherman Oaks"
"1-3215039061","2023-01-03T13:50:41.000","Bulky Items","Closed","212 S LUCAS AVE, 90026","34.0603178907","-118.260244256","1","Westlake North"
"1-3215041571","2023-01-03T13:50:48.000","Illegal Dumping Pickup","Closed","635 N ORANGE DR, 90036","34.0828631917","-118.341760329","5","Greater Wilshire"
"1-3215042821","2023-01-03T13:50:53.000","Bulky Items","Closed","5923 N ALONZO AVE, 91316","34.1782655207","-118.522277885","4","Encino"
"1-3215045141","2023-01-03T13:50:59.000","Bulky Items","Closed","1138 N EDGEMONT ST, 90029","34.0919476669","-118.296005426","13","East Hollywood"
"1-3215047351","2023-01-03T13:51:07.000","Graffiti Removal","Closed","8800 S FLOWER ST, 90003","33.9573362837","-118.281403032","8","Empowerment Congress Southeast"
"1-3215047356","2023-01-03T13:51:07.000","Graffiti Removal","Closed","308 W 89TH ST, 90003","33.9559249517","-118.278738486","8","Empowerment Congress Southeast"
"1-3215047452","2023-01-03T13:51:08.000","Graffiti Removal","Closed","8812 S BROADWAY, 90003","33.9570594358","-118.278131985","8","Empowerment Congress Southeast"
"1-3215047552","2023-01-03T13:51:08.000","Graffiti Removal","Closed","10800 S OLIVE ST, 90061","33.9382374975","-118.279186443","8","Empowerment Congress Southeast"
"1-3215047507","2023-01-03T13:51:08.000","Graffiti Removal","Closed","10400 S GRANDEE AVE, 90002","33.941470014","-118.243532751","15","Watts"
"1-3215047502","2023-01-03T13:51:08.000","Graffiti Removal","Closed","300 W COLDEN AVE, 90003","33.9490746747","-118.278453004","8","Empowerment Congress Southeast"
"1-3215047457","2023-01-03T13:51:08.000","Graffiti Removal","Closed","9200 S FLOWER ST, 90003","33.9527728226","-118.280935607","8","Empowerment Congress Southeast"
"1-3215047557","2023-01-03T13:51:08.000","Graffiti Removal","Closed","10102 S MAIN ST, 90003","33.9444577605","-118.273752346","8","Empowerment Congress Southeast"
"1-3215047603","2023-01-03T13:51:09.000","Graffiti Removal","Closed","10024 S MAIN ST, 90003","33.9447919536","-118.273745926","8","Empowerment Congress Southeast"
"1-3215050481","2023-01-03T13:51:16.000","Bulky Items","Closed","HADDON AVE AT BRANFORD ST, 91331","34.2432860437","-118.409966804","6","Sun Valley Area"
"1-3215048811","2023-01-03T13:51:21.000","Bulky Items","Closed","262 S AVENUE 51, 90042","34.103302487","-118.198260935","1","Historic Highland Park"
"1-3215049751","2023-01-03T13:51:23.000","Bulky Items","Closed","739 S MARIPOSA AVE, 90005","34.0586197724","-118.298947979","10","Wilshire Center-Koreatown"
"1-3215053871","2023-01-03T13:51:32.000","Homeless Encampment","Pending","6301 N WOODLEY AVE, 91406","34.1839603101","-118.484095391","6","Encino"
"1-3215051241","2023-01-03T13:51:35.000","Illegal Dumping Pickup","Cancelled","3542 E SISKIYOU ST, 90023","34.0250936645","-118.198211785","14","Boyle Heights"
"1-3215062351","2023-01-03T13:52:03.000","Graffiti Removal","Closed","10000 W NATIONAL BLVD, 90034","34.0288494715","-118.403412459","5","Palms"
"1-3215070481","2023-01-03T13:52:28.000","Bulky Items","Closed","15447 W GREENLEAF ST, 91403","34.1527075499","-118.470947967","4","Encino"
"1-3215071841","2023-01-03T13:52:32.000","Bulky Items","Closed","5002 N TILDEN AVE, 91423","34.1613987638","-118.447390896","4","Sherman Oaks"
"1-3215081001","2023-01-03T13:53:18.000","Bulky Items","Closed","6100 S GRAMERCY PL, 90047","33.9841431187","-118.313339102","8","Empowerment Congress Central"
"1-3215079791","2023-01-03T13:53:25.000","Bulky Items","Closed","2928 W LEEWARD AVE, 90005","34.0585710198","-118.287601619","1","MacArthur Park"
"1-3215086951","2023-01-03T13:53:37.000","Bulky Items","Closed","10601 W VALLEY SPRING LANE, 91602","34.1468436495","-118.361769421","2","Greater Toluca Lake"
"1-3215092151","2023-01-03T13:53:59.000","Bulky Items","Closed","5223 N TILDEN AVE, 91401","34.1655836374","-118.447724835","4","Sherman Oaks"
"1-3215097191","2023-01-03T13:54:11.000","Graffiti Removal","Closed","2747 N LINCOLN PARK AVE, 90031","34.0780076163","-118.202985096","14","Lincoln Heights"
"1-3215102241","2023-01-03T13:54:38.000","Bulky Items","Closed","4257 N CAHUENGA BLVD, 91602","34.1474940505","-118.361679701","2","Greater Toluca Lake"
"1-3215105611","2023-01-03T13:54:58.000","Bulky Items","Closed","13248 W MERCER ST, 91331","34.2691724222","-118.421390487","7","Pacoima"
"1-3215112931","2023-01-03T13:55:26.000","Bulky Items","Closed","2260 S BARRINGTON AVE, 90064","34.0326119006","-118.446277222","11","West LA - Sawtelle"
"1-3215109228","2023-01-03T13:55:29.000","Graffiti Removal","Closed","3050 W WILSHIRE BLVD, 90010","34.0613689275","-118.288195075","10","Wilshire Center-Koreatown"
"1-3215109221","2023-01-03T13:55:29.000","Graffiti Removal","Closed","3310 W WILSHIRE BLVD, 90010","34.0616007947","-118.294678836","10","Wilshire Center-Koreatown"
"1-3215113491","2023-01-03T13:55:40.000","Bulky Items","Closed","7014 N COLDWATER CANYON AVE, 91605","34.1979295644","-118.413480453","2","North Hollywood West"
"1-3215116351","2023-01-03T13:55:43.000","Graffiti Removal","Cancelled","14504 W VICTORY BLVD, 91411","34.1864710214","-118.449236365","6","Van Nuys"
"1-3215120401","2023-01-03T13:55:50.000","Graffiti Removal","Cancelled","3313 N MISSION ROAD, 90031","34.0661921803","-118.2060497","14","Lincoln Heights"
"1-3215125831","2023-01-03T13:56:12.000","Homeless Encampment","Closed","1525 S SEPULVEDA BLVD, 90025","34.049995639","-118.446506105","5","Westwood"
"1-3215130821","2023-01-03T13:56:44.000","Bulky Items","Closed","5139 E BUCHANAN ST, 90042","34.1191357982","-118.203890089","1","Historic Highland Park"
"1-3215133801","2023-01-03T13:57:00.000","Bulky Items","Closed","840 E 22ND ST, 90011","34.0240748377","-118.25779501","9","South Central"
"1-3215141261","2023-01-03T13:57:13.000","Bulky Items","Cancelled","5414 N MOUNT HELENA AVE, 90041","34.1447969248","-118.195939586","14","Eagle Rock"
"1-3215147001","2023-01-03T13:57:34.000","Bulky Items","Closed","314 W 66TH ST, 90003","33.9797171512","-118.279046449","9","CANNDU"
"1-3215147011","2023-01-03T13:57:34.000","Bulky Items","Closed","907 N SERRANO AVE, 90029","34.0866433686","-118.306565485","13","Hollywood Studio District"
"1-3215151981","2023-01-03T13:57:41.000","Bulky Items","Closed","5112 N SEPULVEDA BLVD, 91403","34.1634277817","-118.465943096","4","Sherman Oaks"
"1-3215146251","2023-01-03T13:57:43.000","Bulky Items","Closed","9890 N STANWIN AVE, 91331","34.2502904233","-118.436167909","6","Arleta"
"1-3215154921","2023-01-03T13:57:43.000","Bulky Items","Closed","7052 N COLDWATER CANYON AVE, 91605","34.1988563239","-118.413659136","2","North Hollywood West"
"1-3215157151","2023-01-03T13:57:53.000","Illegal Dumping Pickup","Closed","11730 W MISSOURI AVE, 90025","34.0381422252","-118.452008305","11","West LA - Sawtelle"
"1-3215156391","2023-01-03T13:57:59.000","Graffiti Removal","Closed","3477 W OLYMPIC BLVD, 90019","34.0527567297","-118.313995444","5","Greater Wilshire"
"1-3215156399","2023-01-03T13:58:00.000","Graffiti Removal","Closed","829 S VERMONT AVE, 90005","34.0568508708","-118.291865037","10","Wilshire Center-Koreatown"
"1-3215167371","2023-01-03T13:58:42.000","Bulky Items","Closed","10791 W OHIO AVE, 90024","34.0554481237","-118.438621246","5","Westwood"
"1-3215168911","2023-01-03T13:58:51.000","Bulky Items","Closed","1446 N NEPTUNE AVE, 90744","33.7923007736","-118.269730817","15","Wilmington"
"1-3215168991","2023-01-03T13:58:51.000","Graffiti Removal","Closed","700 E 41ST ST, 90011","34.0090780501","-118.263471829","9","Zapata-King"
"1-3215169303","2023-01-03T13:58:52.000","Graffiti Removal","Closed","4368 S HOOPER AVE, 90011","34.0042226321","-118.252035831","9","Central Alameda"
"1-3215169196","2023-01-03T13:58:52.000","Graffiti Removal","Closed","4300 S HOOPER AVE, 90011","34.0055333479","-118.252033253","9","Central Alameda"
"1-3215168999","2023-01-03T13:58:52.000","Graffiti Removal","Closed","4300 S HOOPER AVE, 90011","34.0055333479","-118.252033253","9","Central Alameda"
"1-3215169554","2023-01-03T13:58:53.000","Graffiti Removal","Closed","300 W 40TH PL, 90037","34.0100366651","-118.278441323","9","Zapata-King"
"1-3215169387","2023-01-03T13:58:53.000","Graffiti Removal","Closed","300 W 40TH PL, 90037","34.0100366651","-118.278441323","9","Zapata-King"
"1-3215169310","2023-01-03T13:58:53.000","Graffiti Removal","Closed","351 W 40TH ST, 90731","33.7077648133","-118.286006251","15","Coastal San Pedro"
"1-3215166411","2023-01-03T13:59:01.000","Bulky Items","Closed","5154 W FOUNTAIN AVE, 90029","34.0949527223","-118.301584809","13","East Hollywood"
"1-3215165861","2023-01-03T13:59:02.000","Bulky Items","Closed","1328 N MICHELTORENA ST, 90026","34.0860749123","-118.276632363","13","Silver Lake"
"1-3215168641","2023-01-03T13:59:02.000","Graffiti Removal","Closed","2248 N THOMAS ST, 90031","34.0717040856","-118.205076176","14","Lincoln Heights"
"1-3215172501","2023-01-03T13:59:23.000","Homeless Encampment","Closed","601 S HARVARD BLVD, 90005","34.0632008772","-118.304338908","10","Wilshire Center-Koreatown"
"1-3215181061","2023-01-03T13:59:35.000","Graffiti Removal","Closed","6422 S ARLINGTON AVE, 90043","33.9812550949","-118.318603295","8","Park Mesa Heights"
"1-3215181066","2023-01-03T13:59:35.000","Graffiti Removal","Closed","2225 W SOUTHWEST DR, 90043","33.9831470463","-118.318452114","8","Park Mesa Heights"
"1-3215181138","2023-01-03T13:59:36.000","Graffiti Removal","Closed","6618 S CRENSHAW BLVD, 90043","33.979137354","-118.330705046","8","Park Mesa Heights"
"1-3215181093","2023-01-03T13:59:36.000","Graffiti Removal","Closed","6615 S 8TH AVE, 90043","33.9794191639","-118.326686588","8","Park Mesa Heights"
"1-3215181098","2023-01-03T13:59:36.000","Graffiti Removal","Closed","3016 W SOUTHWEST DR, 90043","33.9793069648","-118.326113586","8","Park Mesa Heights"
"1-3215181143","2023-01-03T13:59:36.000","Graffiti Removal","Closed","3321 W 66TH PL, 90043","33.9788206353","-118.330286043","8","Park Mesa Heights"
"1-3215181133","2023-01-03T13:59:36.000","Graffiti Removal","Closed","6615 S 8TH AVE, 90043","33.9794191639","-118.326686588","8","Park Mesa Heights"
"1-3215181154","2023-01-03T13:59:37.000","Graffiti Removal","Closed","2210 W SOUTHWEST DR, 90043","33.9832083937","-118.317799412","8","Park Mesa Heights"
"1-3215181149","2023-01-03T13:59:37.000","Graffiti Removal","Closed","3313 W 66TH PL, 90043","33.9788230579","-118.329932692","8","Park Mesa Heights"
"1-3215178381","2023-01-03T13:59:38.000","Bulky Items","Closed","2109 S WELLINGTON ROAD, 90016","34.0371672108","-118.335565911","10","Mid City"
"1-3215189401","2023-01-03T14:00:14.000","Bulky Items","Closed","2015 S BEVERLY GLEN BLVD, 90025","34.0531173504","-118.422744719","5","Westside"
"1-3215196231","2023-01-03T14:00:32.000","Bulky Items","Closed","1902 W 37TH PL, 90018","34.0201744279","-118.314339909","8","Empowerment Congress North"
"1-3215199601","2023-01-03T14:00:56.000","Bulky Items","Closed","5017 S 2ND AVE, 90043","33.9974056253","-118.319453422","8","Park Mesa Heights"
