"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3207923681","2023-01-02T16:10:17.000","Bulky Items","Closed","11839 W BURBANK BLVD, 91607","34.172231208","-118.391239403","2","Greater Valley Glen"
"1-3207922441","2023-01-02T16:10:21.000","Bulky Items","Closed","3668 S MENTONE AVE, 90034","34.0227866324","-118.407156118","5","Palms"
"1-3207929461","2023-01-02T16:10:54.000","Graffiti Removal","Closed","5520 W WASHINGTON BLVD, 90016","34.0371117589","-118.36381211","10","Mid City"
"1-3207928391","2023-01-02T16:11:28.000","Graffiti Removal","Closed","2539 W AVENUE 33, 90065","34.1115493293","-118.235774673","1","Glassell Park"
"1-3207930341","2023-01-02T16:11:31.000","Bulky Items","Closed","10042 W LANARK ST, 91352","34.2173226137","-118.349848644","2","Sun Valley Area"
"1-3207926831","2023-01-02T16:11:46.000","Bulky Items","Closed","11057 W LULL ST, 91352","34.2094646001","-118.372303599","6","Sun Valley Area"
"1-3207931381","2023-01-02T16:12:08.000","Bulky Items","Closed","OXNARD ST AT RHODES AVE, 91607","34.1793957288","-118.403159904","2","Greater Valley Glen"
"1-3207934011","2023-01-02T16:12:16.000","Bulky Items","Closed","808 S HOBART BLVD, 90005","34.057359044","-118.305211669","10","Wilshire Center-Koreatown"
"1-3207935431","2023-01-02T16:12:17.000","Bulky Items","Closed","17038 W KINGSBURY ST, 91344","34.2634466946","-118.503589413","12","Granada Hills South"
"1-3207934311","2023-01-02T16:12:17.000","Bulky Items","Closed","18115 W TOPHAM ST, 91335","34.1810846364","-118.527987395","3","Tarzana"
"1-3207933031","2023-01-02T16:12:19.000","Graffiti Removal","Closed","1267 N ISABEL ST, 90065","34.0977627384","-118.227236402","1","Greater Cypress Park"
"1-3207936111","2023-01-02T16:12:22.000","Bulky Items","Closed","5056 N TUJUNGA AVE, 91601","34.1625351899","-118.378932493","2","NoHo"
"1-3207938021","2023-01-02T16:12:25.000","Graffiti Removal","Closed","4965 W WASHINGTON BLVD, 90016","34.0406813526","-118.34813689","10","Mid City"
"1-3207938581","2023-01-02T16:12:28.000","Bulky Items","Closed","14579 W CHATSWORTH DR, 91345","34.2726168503","-118.450636325","7","Mission Hills"
"1-3207939531","2023-01-02T16:12:33.000","Bulky Items","Closed","10042 W LANARK ST, 91352","34.2173226137","-118.349848644","2","Sun Valley Area"
"1-3207936831","2023-01-02T16:12:48.000","Bulky Items","Closed","837 S WINDSOR BLVD, 90005","34.0587286353","-118.323281649","5","Greater Wilshire"
"1-3207941401","2023-01-02T16:12:50.000","Bulky Items","Closed","13171 N CONSTABLE AVE, 91344","34.3091781586","-118.50452737","12","Granada Hills North"
"1-3207937551","2023-01-02T16:13:09.000","Bulky Items","Closed","3371 W GARDEN AVE, 90039","34.1152554281","-118.258352836","13","Atwater Village"
"1-3207944501","2023-01-02T16:13:26.000","Bulky Items","Closed","6303 W BRYN MAWR DR, 90068","34.1125589532","-118.326854484","4","Hollywood United"
"1-3207946171","2023-01-02T16:13:39.000","Bulky Items","Closed","6060 S 6TH AVE, 90043","33.9837946954","-118.323449406","8","Park Mesa Heights"
"1-3207948061","2023-01-02T16:13:53.000","Bulky Items","Closed","4434 S GRAND VIEW BLVD, 90066","33.9944833126","-118.421726534","11","Del Rey"
"1-3207947921","2023-01-02T16:13:53.000","Bulky Items","Closed","1207 N HYATT AVE, 90744","33.7869513156","-118.254463773","15","Wilmington"
"1-3207950131","2023-01-02T16:14:06.000","Bulky Items","Closed","11057 W LULL ST, 91352","34.2094646001","-118.372303599","6","Sun Valley Area"
"1-3207949031","2023-01-02T16:14:08.000","Bulky Items","Closed","1566 1/2 W 206TH ST, 90501","33.8437000677","-118.306252685","15","Harbor Gateway South"
"1-3207950761","2023-01-02T16:14:26.000","Graffiti Removal","Closed","981 S ELDEN AVE, 90006","34.0530054339","-118.288013573","1","MacArthur Park"
"1-3207951291","2023-01-02T16:14:28.000","Bulky Items","Closed","6757 N COZYCROFT AVE, 91306","34.1934553612","-118.582139815","3","Winnetka"
"1-3207949641","2023-01-02T16:14:32.000","Bulky Items","Closed","4334 N MATILIJA AVE, 91423","34.1495088752","-118.433926701","4","Sherman Oaks"
"1-3207952121","2023-01-02T16:14:59.000","Graffiti Removal","Closed","955 1/2 S NORMANDIE AVE, 90006","34.0539898994","-118.300157586","10","Wilshire Center-Koreatown"
"1-3207953191","2023-01-02T16:15:05.000","Bulky Items","Closed","20639 W VENTURA BLVD, 91364","34.1671383556","-118.583969214","3","Woodland Hills-Warner Center"
"1-3207947851","2023-01-02T16:16:07.000","Bulky Items","Closed","267 N BOWLING GREEN WAY, 90049","34.0633272551","-118.477682034","11",""
"1-3207956121","2023-01-02T16:16:29.000","Bulky Items","Closed","756 N JACON WAY, 90272","34.0506206972","-118.54661414","11",""
"1-3207957631","2023-01-02T16:16:36.000","Bulky Items","Closed","5055 N COLDWATER CANYON AVE, 91423","34.1626097804","-118.414011725","4","Sherman Oaks"
"1-3207955231","2023-01-02T16:16:41.000","Graffiti Removal","Cancelled","15202 S VERMONT AVE, 90247","33.8933451233","-118.291635278","15","Harbor Gateway North"
"1-3207959361","2023-01-02T16:16:44.000","Bulky Items","Closed","9609 N DALE AVE, 91040","34.2440295011","-118.355920687","7","Foothills Trails District"
"1-3207961111","2023-01-02T16:16:55.000","Bulky Items","Closed","8544 N NOBLE AVE, 91343","34.2259761656","-118.461041156","6","North Hills East"
"1-3207961821","2023-01-02T16:17:04.000","Bulky Items","Closed","10509 W WOLDRICH ST, 91342","34.2720345157","-118.359691684","7","Foothills Trails District"
"1-3207964061","2023-01-02T16:17:27.000","Bulky Items","Closed","8431 N DENISE LANE, 91304","34.223155475","-118.632621233","12","West Hills"
"1-3207964611","2023-01-02T16:17:32.000","Bulky Items","Closed","20639 W VENTURA BLVD, 91364","34.1671383556","-118.583969214","3","Woodland Hills-Warner Center"
"1-3207962661","2023-01-02T16:17:40.000","Illegal Dumping Pickup","Closed","8750 N TELFAIR AVE, 91352","34.2283910427","-118.388178775","6","Sun Valley Area"
"1-3207965531","2023-01-02T16:17:49.000","Bulky Items","Closed","14423 W DICKENS ST, 91423","34.1497366989","-118.446819885","4","Sherman Oaks"
"1-3207969251","2023-01-02T16:18:01.000","Homeless Encampment","Pending","12174 W VENTURA BLVD, 91604","34.1431051857","-118.397716943","4","Studio City"
"1-3207966481","2023-01-02T16:18:27.000","Bulky Items","Closed","304 N SAVANNAH ST, 90033","34.0426540985","-118.202428691","14","Boyle Heights"
"1-3207970201","2023-01-02T16:18:32.000","Bulky Items","Closed","20869 W COLLINS ST, 91367","34.1736017247","-118.587719616","3","Woodland Hills-Warner Center"
"1-3207970731","2023-01-02T16:18:34.000","Bulky Items","Closed","121 N KENMORE AVE, 90004","34.0734479416","-118.296718724","10","Wilshire Center-Koreatown"
"1-3207972131","2023-01-02T16:18:49.000","Bulky Items","Closed","17425 W TIARA ST, 91316","34.1790473754","-118.512636581","4","Encino"
"1-3207974051","2023-01-02T16:19:03.000","Bulky Items","Closed","7820 N WINNETKA AVE, 91306","34.2125591806","-118.570861778","3","Winnetka"
"1-3207975091","2023-01-02T16:19:17.000","Bulky Items","Closed","1328 W 216TH ST, 90501","33.832429726","-118.300531251","15","Harbor Gateway South"
"1-3207975651","2023-01-02T16:19:25.000","Bulky Items","Closed","21736 W ROSCOE BLVD, 91304","34.2195334442","-118.602824441","3","Canoga Park"
"1-3207978581","2023-01-02T16:19:39.000","Bulky Items","Closed","935 W 10TH ST, 90731","33.7350417186","-118.297543996","15","Central San Pedro"
"1-3207977391","2023-01-02T16:19:42.000","Bulky Items","Closed","2035 W 29TH PL, 90018","34.0283374928","-118.31002467","10","United Neighborhoods"
"1-3207981081","2023-01-02T16:19:59.000","Bulky Items","Closed","6215 E OUTLOOK AVE, 90042","34.1165935657","-118.186560344","1","Historic Highland Park"
"1-3207982091","2023-01-02T16:20:19.000","Bulky Items","Closed","13237 W LAZARD ST, 91342","34.3089282967","-118.421839477","7","Sylmar"
"1-3207982701","2023-01-02T16:20:47.000","Bulky Items","Closed","629 S AVENUE 59, 90042","34.1040765845","-118.182035602","14","Hermon"
"1-3207984981","2023-01-02T16:20:48.000","Bulky Items","Closed","984 N DEXTER ST, 90042","34.116486478","-118.208168442","1","Historic Highland Park"
"1-3207988141","2023-01-02T16:21:16.000","Illegal Dumping Pickup","Closed","3045 E CESAR E CHAVEZ AVE, 90063","34.0430343678","-118.198953127","14","Boyle Heights"
"1-3207986541","2023-01-02T16:21:19.000","Bulky Items","Closed","2560 S AMHERST AVE, 90064","34.0252175612","-118.447953169","11","Mar Vista"
"1-3207989601","2023-01-02T16:21:55.000","Bulky Items","Closed","11165 W HORTENSE ST, 91602","34.1546115202","-118.374499943","2","Greater Toluca Lake"
"1-3207991621","2023-01-02T16:22:01.000","Bulky Items","Closed","7939 S FLIGHT PL, 90045","33.9647845854","-118.387769731","11","Westchester/Playa"
"1-3207992311","2023-01-02T16:22:04.000","Bulky Items","Closed","8726 S BLERIOT AVE, 90045","33.9579237897","-118.390702099","11","Westchester/Playa"
"1-3207987521","2023-01-02T16:22:13.000","Bulky Items","Closed","984 N DEXTER ST, 90042","34.116486478","-118.208168442","1","Historic Highland Park"
"1-3207990451","2023-01-02T16:22:46.000","Bulky Items","Closed","19638 W MAYALL ST, 91324","34.2534992329","-118.561744428","12","Northridge West"
"1-3207994091","2023-01-02T16:22:47.000","Graffiti Removal","Closed","2467 N CORRALITAS DR, 90039","34.09881487","-118.252673624","13","Silver Lake"
"1-3207993521","2023-01-02T16:23:18.000","Bulky Items","Closed","5044 N LOS ROBLES ST, 90041","34.1388281382","-118.196430852","14","Eagle Rock"
"1-3207998211","2023-01-02T16:23:26.000","Bulky Items","Closed","9830 W YOAKUM DR, 90210","34.1119667177","-118.432960026","5","Bel Air-Beverly Crest"
"1-3207998831","2023-01-02T16:23:47.000","Bulky Items","Closed","1824 S BEVERLY GLEN BLVD, 90025","34.0566530515","-118.423280986","5","Westside"
"1-3208002041","2023-01-02T16:24:32.000","Graffiti Removal","Cancelled","7220 N WOODMAN AVE, 91405","34.2019533476","-118.431100184","2","Van Nuys"
"1-3208002841","2023-01-02T16:24:37.000","Bulky Items","Closed","2037 W 93RD ST, 90047","33.9520453707","-118.314696798","8","Empowerment Congress Southwest"
"1-3208001161","2023-01-02T16:24:49.000","Bulky Items","Closed","19805 W AHWANEE LANE, 91326","34.282691027","-118.567457604","12","Porter Ranch"
"1-3208001811","2023-01-02T16:25:51.000","Bulky Items","Closed","4913 E BALTIMORE ST, 90042","34.1192300764","-118.209235075","1","Historic Highland Park"
"1-3208003761","2023-01-02T16:26:01.000","Bulky Items","Closed","500 N LAUREL AVE, 90048","34.0802576635","-118.364696934","5","Mid-City West"
"1-3208004761","2023-01-02T16:27:01.000","Graffiti Removal","Closed","810 E PICO BLVD, 90021","34.0311802048","-118.250833604","14","Downtown Los Angeles"
"1-3208008341","2023-01-02T16:27:19.000","Bulky Items","Closed","10025 N SUNNY BRAE AVE, 91311","34.2522001147","-118.581097387","12","Chatsworth"
"1-3208007381","2023-01-02T16:27:27.000","Bulky Items","Closed","2034 S MALCOLM AVE, 90025","34.0469279657","-118.431526275","5","Westside"
"1-3208012121","2023-01-02T16:27:43.000","Bulky Items","Closed","7724 N BEN AVE, 91605","34.2109206324","-118.394236578","6","North Hollywood Northeast"
"1-3208012831","2023-01-02T16:27:51.000","Bulky Items","Closed","3330 W GLENHURST AVE, 90039","34.113009732","-118.259386293","13","Atwater Village"
"1-3208010771","2023-01-02T16:28:05.000","Homeless Encampment","Closed","242 S SYCAMORE AVE, 90036","34.0697838169","-118.342844708","5","Greater Wilshire"
"1-3208016911","2023-01-02T16:28:18.000","Bulky Items","Closed","7320 W VALMONT ST, 91042","34.2521744556","-118.291817013","7","Sunland-Tujunga"
"1-3208009811","2023-01-02T16:28:18.000","Bulky Items","Pending","225 N HILL ST, 90012","34.0562230607","-118.245164635","14","Downtown Los Angeles"
"1-3208017921","2023-01-02T16:28:22.000","Bulky Items","Closed","952 W 50TH ST, 90037","33.9977294995","-118.291046963","9","Voices"
"1-3208016171","2023-01-02T16:28:28.000","Bulky Items","Closed","12330 W OSBORNE ST, 91331","34.2631598814","-118.402020025","7","Pacoima"
"1-3208014411","2023-01-02T16:28:47.000","Bulky Items","Closed","4452 N GUARDIA AVE, 90032","34.0979055314","-118.167310846","14","LA-32"
"1-3208019221","2023-01-02T16:29:37.000","Bulky Items","Closed","952 W 50TH ST, 90037","33.9977294995","-118.291046963","9","Voices"
"1-3208022981","2023-01-02T16:29:55.000","Bulky Items","Closed","2337 N ECHO PARK AVE, 90026","34.093655905","-118.248315771","13","Echo Park"
"1-3208023771","2023-01-02T16:30:22.000","Bulky Items","Closed","2551 E GANAHL ST, 90033","34.0525550188","-118.199535475","14","Boyle Heights"
"1-3208024041","2023-01-02T16:30:34.000","Homeless Encampment","Closed","BURBANK BLVD AT HAYVENHURST AVE, 91436","34.1670015054","-118.492401141","4","Encino"
"1-3208021311","2023-01-02T16:30:36.000","Bulky Items","Closed","11933 W MAGNOLIA BLVD, 91607","34.1650056754","-118.393293948","2","Valley Village"
"1-3208026991","2023-01-02T16:30:43.000","Bulky Items","Closed","6439 N NAGLE AVE, 91401","34.1878634162","-118.42378312","2","Greater Valley Glen"
"1-3208024751","2023-01-02T16:30:47.000","Homeless Encampment","Pending","318 W 30TH ST, 90007","34.0235640726","-118.275032893","9","South Central"
"1-3208027541","2023-01-02T16:30:47.000","Graffiti Removal","Closed","1777 N IVAR AVE, 90028","34.1037284606","-118.328444462","13","Hollywood United"
"1-3208025441","2023-01-02T16:30:48.000","Bulky Items","Closed","424 E 75TH ST, 90003","33.9720626886","-118.266297108","9","CANNDU"
"1-3208030001","2023-01-02T16:31:02.000","Bulky Items","Closed","4401 N VAN HORNE AVE, 90032","34.0971299198","-118.169652786","14","LA-32"
"1-3208030371","2023-01-02T16:31:05.000","Bulky Items","Closed","4411 E TURQUOISE ST, 90032","34.0810658267","-118.193324688","14","LA-32"
"1-3208031081","2023-01-02T16:31:11.000","Bulky Items","Closed","4257 S CENTINELA AVE, 90066","33.9949773166","-118.426293914","11","Del Rey"
"1-3208028601","2023-01-02T16:31:15.000","Bulky Items","Closed","11572 N VIKING AVE, 91326","34.2824496932","-118.546079565","12","Porter Ranch"
"1-3208026181","2023-01-02T16:31:31.000","Bulky Items","Closed","2551 E GANAHL ST, 90033","34.0525550188","-118.199535475","14","Boyle Heights"
"1-3208033321","2023-01-02T16:31:44.000","Bulky Items","Closed","424 E 75TH ST, 90003","33.9720626886","-118.266297108","9","CANNDU"
"1-3208033891","2023-01-02T16:31:57.000","Bulky Items","Closed","6439 N NAGLE AVE, 91401","34.1878634162","-118.42378312","2","Greater Valley Glen"
"1-3208026811","2023-01-02T16:31:58.000","Bulky Items","Closed","17221 W ROSCOE BLVD, 91325","34.2214667582","-118.508344588","12","Northridge South"
"1-3208032391","2023-01-02T16:32:24.000","Bulky Items","Closed","21843 W ECCLES ST, 91304","34.2228756895","-118.604425892","3","Canoga Park"
"1-3208037661","2023-01-02T16:32:50.000","Bulky Items","Closed","1076 W 39TH PL, 90037","34.0140049633","-118.294037512","8","Empowerment Congress North"
"1-3208039201","2023-01-02T16:32:53.000","Graffiti Removal","Closed","12521 W SATICOY ST, 91605","34.2085565553","-118.406181326","2","North Hollywood West"
"1-3208035291","2023-01-02T16:33:18.000","Bulky Items","Closed","4653 E SAN ANDREAS AVE, 90065","34.1104866182","-118.214970285","1","Arroyo Seco"
"1-3208038391","2023-01-02T16:34:03.000","Bulky Items","Closed","12016 W CHALON ROAD, 90049","34.0817428352","-118.48168389","11",""
"1-3208042611","2023-01-02T16:34:22.000","Illegal Dumping Pickup","Closed","17221 W ROSCOE BLVD, 91325","34.2214667582","-118.508344588","12","Northridge South"
"1-3208040311","2023-01-02T16:34:37.000","Graffiti Removal","Closed","6358 W YUCCA ST, 90028","34.1037664043","-118.328744909","13","Hollywood United"
"1-3208045151","2023-01-02T16:35:08.000","Graffiti Removal","Cancelled","MONTE MAR DR AT ROBERTSON BLVD, 90035","34.0467695094","-118.38611268","5","South Robertson"
"1-3208043251","2023-01-02T16:35:21.000","Bulky Items","Closed","12270 W MERCER ST, 91342","34.2853052195","-118.399997287","7","Foothills Trails District"
"1-3208043821","2023-01-02T16:35:34.000","Bulky Items","Closed","6519 N TUJUNGA AVE, 91606","34.1891493573","-118.379246374","2","North Hollywood Northeast"
"1-3208047201","2023-01-02T16:35:47.000","Graffiti Removal","Closed","12605 W VENTURA BLVD, 91604","34.1440001863","-118.407768628","4","Studio City"
"1-3208046451","2023-01-02T16:36:09.000","Bulky Items","Closed","15108 W PLUMMER ST, 91343","34.2425070772","-118.461303359","7","North Hills East"
"1-3208049091","2023-01-02T16:36:23.000","Bulky Items","Closed","3808 N STOCKBRIDGE AVE, 90032","34.0898465809","-118.163050469","14","LA-32"
"1-3208053211","2023-01-02T16:36:25.000","Homeless Encampment","Pending","225 N HILL ST, 90012","34.0562230607","-118.245164635","14","Downtown Los Angeles"
"1-3208057261","2023-01-02T16:36:49.000","Bulky Items","Closed","5345 N SEPULVEDA BLVD, 91411","34.1679138629","-118.466437223","4","Sherman Oaks"
"1-3208055021","2023-01-02T16:36:58.000","Graffiti Removal","Closed","13302 W OSBORNE ST, 91331","34.2441398308","-118.422971833","6","Arleta"
"1-3208055781","2023-01-02T16:37:18.000","Bulky Items","Closed","1920 S SAWTELLE BLVD, 90025","34.0419933101","-118.444378553","11","West LA - Sawtelle"
"1-3208058151","2023-01-02T16:37:32.000","Bulky Items","Closed","14540 W ERWIN ST, 91411","34.1835299822","-118.449658061","6","Van Nuys"
"1-3208054521","2023-01-02T16:37:33.000","Bulky Items","Cancelled","7900 N SUNNY BRAE AVE, 91306","34.2134734292","-118.580731034","3","Winnetka"
"1-3208058681","2023-01-02T16:37:37.000","Bulky Items","Closed","1596 W WALDRAN AVE, 90041","34.1382939306","-118.20129925","14","Eagle Rock"
"1-3208061361","2023-01-02T16:37:43.000","Bulky Items","Closed","17105 W ROSCOE BLVD, 91325","34.2216059449","-118.505243497","12","Northridge South"
"1-3208059591","2023-01-02T16:37:56.000","Bulky Items","Closed","1927 W 84TH PL, 90047","33.9619019638","-118.312245946","8","Empowerment Congress Southwest"
"1-3208059881","2023-01-02T16:37:58.000","Bulky Items","Closed","3915 N SUMAC DR, 91403","34.141312726","-118.4493479","4","Sherman Oaks"
"1-3208063111","2023-01-02T16:37:59.000","Graffiti Removal","Cancelled","13055 W BRANFORD ST, 91331","34.2385144248","-118.416876081","6","Arleta"
"1-3208064851","2023-01-02T16:38:03.000","Bulky Items","Closed","6519 N TUJUNGA AVE, 91606","34.1891493573","-118.379246374","2","North Hollywood Northeast"
